Name,RA,Dec,Dist,AppMagn,SpecClass,MassSol,RadSol,Temperature
HIP 79876/HD 147144,16.3043046,42.6269679,126.422261,8.3789057,F4IV,,,
HIP 80076/HD 147506,16.3434351,41.0481556,135.318008,8.71875048,F8V,,,
HIP 80084/HD 147622,16.3449086,49.7918978,135.685216,9.14843836,G5V,,,
HIP 80231/HD 147924,16.3794165,44.0836472,144.300137,7.69921989,A0V,,,
HIP 80270/HD 148033,16.3857987,47.6300455,152.439025,7.79687492,F8V,,,
HIP 80451/HD 148346,16.422006,45.3785504,154.559516,7.75000007,G5V,,,
HIP 80457/HD 148331,16.4231061,42.5201237,137.931032,7.77734363,A5V,,,
HIP 81242,16.5925986,47.6830493,152.439033,9.25781267,G0V,,,
HIP 81401/HD 150203,16.6250465,43.564694,151.745066,7.27734345,A2V,,,
HIP 81445/HD 150255,16.6344594,39.5773676,149.476836,6.73828104,K0V,,,
HIP 81774/HD 150903,16.7027086,41.1952435,156.739811,8.03906194,F0V,,,
HIP 82478/HD 152551,16.8565135,50.7729728,189.035926,7.46875057,K0V,,,
HIP 82611/HD 152812,16.88822,47.4164958,187.265919,5.98828146,K2III,,,
HIP 83015/HD 153526,16.9640043,46.8299907,176.678453,8.68750075,G5V,,,
HIP 83200/HD 153989,17.0037105,49.4717391,178.253129,8.33984426,K0V,,,
HIP 83309/HD 154115,17.0260096,42.7271094,175.131352,7.22656292,G5V,,,
HIP 83361/HD 154322,17.0378559,50.3082749,187.969919,7.63671898,K0V,,,
HIP 83370/HD 154225,17.0392183,40.0731048,186.219745,7.98828164,A5V,,,
HIP 83386,17.042433,44.7572119,201.612914,9.86718746,G0V,,,
HIP 83447/HD 154393,17.0546618,41.8974955,187.969905,7.98828131,K0V,,,
HIP 83595/HD 154759,17.0848621,46.9671882,168.634056,8.23828196,K3III,,,
HIP 83750/HD 234393,17.1171936,50.8924715,193.050195,9.6289059,F0V,,,
HIP 83841,17.1342471,42.1001747,201.612905,9.36718737,F2V,,,
HIP 84259/HD 156012,17.2242236,38.9850984,189.035924,6.98828184,K0V,,,
HIP 84403,17.2556751,40.0142081,187.265909,9.97656264,G0V,,,
HIP 84474/HD 156496,17.2695031,39.1533569,184.842901,9.12890699,A2V,,,
HIP 84559/HD 156679,17.2855003,39.9682413,195.312498,7.39843792,K0V,,,
HIP 84589/HD 156819,17.2913907,45.6740616,170.068027,8.50781318,A0V,,,
HIP 84670/HD 156965,17.3101255,41.8880833,180.180187,8.10937502,A9V,,,
74 Her/HIP 84835/HD 157325,17.3392075,46.2406798,176.678451,5.50781303,M0III,,,
HIP 85052/HD 157775,17.382265,47.1765655,179.856104,8.44921866,A5V,,,
HIP 85868/HD 159543,17.547144,47.8886672,186.915899,7.81640678,A0V,,,
HIP 85880/HD 159607,17.5506537,49.3452291,183.82354,7.359375,A0V,,,
HIP 86008/HD 159833,17.5781621,43.3973569,196.850405,7.25781256,K2V,,,
HIP 86100/HD 160116,17.5963614,46.6422852,165.01649,8.18750059,A0V,,,
HIP 86166/HD 160214,17.6081967,45.7205006,166.666652,8.58984372,F8V,,,
HIP 86202/HD 160384,17.615852,50.1207892,192.678226,9.09765639,G5V,,,
HIP 86298/HD 160421,17.633452,39.727374,180.180184,8.91796872,G5V,,,
HIP 86328/HD 160570,17.6390673,47.1460943,196.078429,7.69921895,F8V,,,
HIP 86398/HD 160739,17.6542285,47.2447068,172.413787,7.96875032,F8V,,,
HIP 86473/HD 160821,17.6686339,39.7515416,183.486252,8.56640671,F8V,,,
HIP 86550/HD 161016,17.6871701,41.6549147,185.528764,7.00000079,A2V,,,
HIP 86574,17.6921334,46.3232522,208.333339,8.90624994,A5V,,,
HIP 86791/HD 161569,17.7345315,45.0346618,164.203615,6.75000057,B9V,,,
HIP 86999/HD 162036,17.7779224,45.8779891,171.232864,7.96875005,F2V,,,
HIP 87119/HD 162299,17.7998263,47.5839379,175.131341,6.79687534,K0V,,,
HIP 87614,17.8980954,49.802958,175.131346,10.9375004,K6V,,,
HIP 87641,17.9020478,47.0371229,173.010374,8.97656193,A5V,,,
HIP 87713/HD 163565,17.9168375,40.4485034,181.81817,8.15624996,A0V,,,
HIP 87944/HD 164212,17.9657161,43.4171139,169.491511,6.82812506,B9V,,,
HIP 88006/HD 164395,17.9772382,44.937421,194.174749,8.097657,G0V,,,
HIP 88122/HD 164646,17.9989455,45.5014642,187.265907,5.68750033,M0III,,,
HIP 77381/HD 141525,15.7962184,45.7328837,191.570893,6.75781199,K2V,,,
2 Her/HIP 77907/HD 142780,15.9105214,43.1384076,191.938573,5.34765694,M3III,,,
HIP 78226/HD 143418,15.9738018,43.2137303,177.935946,7.4179691,A3V,,,
HIP 79297/HD 145801,16.1831406,43.0549478,209.205012,7.35937566,K0V,,,
HIP 79591,16.2380389,40.9555733,181.488214,9.62890723,F8V,,,
HIP 79939/HD 147216,16.3168283,37.7658293,194.17476,7.21874986,K2V,,,
HIP 79953/HD 147352,16.3197863,49.0380765,195.694721,5.92968777,K6III,,,
HIP 79956/HD 147265,16.3203182,38.7936644,210.526322,8.69921924,A2V,,,
HIP 80039/HD 147428,16.3380456,40.2594529,197.238647,8.12890679,F2V,,,
HIP 80113/HD 147639,16.3533088,43.8197666,198.019791,7.93750049,F0V,,,
HIP 80206,16.3739815,37.7484576,190.839698,9.22656271,F8V,,,
HIP 80330/HD 148094,16.3996121,43.0741345,179.533202,8.15625043,A2V,,,
HIP 80528/HD 148434,16.4392964,40.8096153,173.913049,6.89843799,K0V,,,
HIP 80885/HD 149083,16.5154758,38.0644946,190.476207,7.97656268,F5V,,,
HIP 81379,16.6201889,37.9255116,190.8397,8.8281254,K0V,,,
HIP 81482/HD 150377,16.6421037,46.3938167,202.839757,7.99999961,K0V,,,
HIP 81591/HD 150491,16.6627219,38.1967883,193.423596,8.23828156,K0V,,,
HIP 81666/HD 150709,16.6824328,42.4618422,173.31022,7.56640653,K2V,,,
HIP 82012/HD 151388,16.7532792,43.2172894,195.694719,6.06640605,K4III,,,
HIP 82143,16.7813814,49.0575302,192.678224,8.60937518,F8V,,,
HIP 82297/HD 152030,16.8158437,45.2010396,191.57089,8.86718698,G0V,,,
HIP 82355/HD 152153,16.8279359,43.4304585,185.873598,6.17968844,K0IV,,,
HIP 82703/HD 152905,16.9052664,43.4063922,189.035911,7.04687534,K0V,,,
HIP 83076/HD 153625,16.9756647,43.9959136,200.803204,7.98828202,G5V,,,
HIP 83149/HD 153776,16.9926036,42.3696012,196.07843,9.16796897,K2V,,,
HIP 83013/HD 153472,16.9639405,42.5125504,166.666668,6.35937531,K3III,,,
HIP 83075/HD 153452,16.9754899,30.5857415,149.925033,8.50000081,G5V,,,
HIP 83186/HD 153832,17.0015156,39.1003494,174.520085,7.25000022,K0V,,,
HIP 83551/HD 154509,17.0756113,31.4113582,151.515157,7.4765628,K2V,,,
HIP 83640/HD 154651,17.0937779,29.623181,156.73981,7.35937461,A2V,,,
HIP 83724/HD 154888,17.1115582,35.3234403,142.045457,7.35937506,A0V,,,
HIP 83726/HD 154842,17.1120664,28.8684645,172.711567,8.37890668,A3V,,,
HIP 83759,17.1182755,31.8330352,145.137875,11.1992195,K3V,,,
HIP 84100/HD 155727,17.1930159,39.2587075,163.132117,8.38671845,F8V,,,
HIP 84102,17.1933547,39.2571268,163.132138,8.79687506,F7V,,,
HIP 84672,17.3103768,40.5864193,161.550883,9.60937468,F2V,,,
HIP 84688,17.3128447,35.6699894,150.82956,9.68749997,G0V,,,
HIP 84832,17.3384443,38.30791,181.488201,9.36718831,F2V,,,
HIP 84878/HD 157293,17.34634,36.6912495,144.717803,7.66796881,A0V,,,
HIP 84934/HD 157358,17.3586744,28.7581018,164.203614,6.36718804,G0III,,,
HIP 84953/HD 157464,17.3632425,35.8006775,145.985404,8.73828168,G0V,,,
HIP 85149/HD 157853,17.4006282,38.5826943,165.56291,6.47656351,F8IV,,,
HIP 85160/HD 157879,17.4030925,36.9228201,184.842891,7.19921926,K0V,,,
HIP 85361/HD 158166,17.4432486,27.2309489,166.66668,7.68750036,A5V,,,
HIP 85579/HD 158638,17.4880892,29.4005282,160.771697,8.9882822,A3V,,,
HIP 85580/HD 158755,17.4885864,37.9599907,154.559513,8.46875,A2V,,,
HIP 85582,17.4889471,29.3926165,160.771715,8.9882814,K2V,,,
HIP 85592/HD 158734,17.4907921,32.70935,143.061515,8.76953056,F5V,,,
HIP 85593,17.4908359,32.7130256,143.061527,10.679687,G6V,,,
HIP 85785/HD 159239,17.5295057,39.9746561,162.074557,8.72656305,A2V,,,
HIP 85958,17.5679332,38.9515388,167.785227,9.51953081,F5V,,,
HIP 86262,17.6263377,37.1404606,162.866467,9.80859367,F0V,,,
HIP 86325/HD 160451,17.6385865,36.7472839,143.88489,6.77734413,K0V,,,
HIP 86362/HD 160507,17.6471015,32.7393877,144.927531,6.57812451,G5III,,,
HIP 86462/HD 160677,17.6659801,31.2024444,163.398698,6.04687565,M2III,,,
HIP 86567/HD 160978,17.6908657,34.2791105,176.678464,8.16796946,G5V,,,
HIP 86692/HD 161320,17.7135146,43.1689914,157.977886,8.32812524,F0V,,,
HIP 86697,17.7141193,43.164028,157.977889,11.0000004,G0V,,,
HIP 86706/HD 161195,17.7165508,30.3568042,169.491522,8.48828141,A0V,,,
HIP 86754/HD 161443,17.7267469,41.6168702,166.94492,8.40625032,F0V,,,
HIP 87118/HD 162208,17.7996005,39.9804944,171.232871,7.60937527,A0V,,,
HIP 87123,17.8003017,32.6558015,154.083209,8.34765657,K0V,,,
HIP 87197,17.8143027,36.5770923,173.310237,9.117188,F2V,,,
HIP 87309/HD 162623,17.8397784,35.437421,150.829559,8.1992185,G0V,,,
HIP 87320/HD 162644,17.8425068,35.3900614,156.494523,8.44921923,G5V,,,
HIP 87465/HD 162949,17.8713757,34.2011823,144.92753,8.54687458,F3V,,,
HIP 87467,17.8717109,36.4024374,169.204732,10.3476573,F8VI,,,
HIP 87526,17.881958,38.9157273,160.771709,9.21875022,F5V,,,
HIP 87577/HD 163186,17.891023,32.3680447,157.480324,8.19921929,F5V,,,
HIP 87676,17.9079109,39.2394204,161.550894,9.14843731,F2V,,,
HIP 87680/HD 163468,17.9085666,38.4559658,154.798765,8.52734481,G0V,,,
HIP 87743/HD 163638,17.923165,38.6245498,159.489644,8.33984375,F8V,,,
HIP 87982/HD 164079,17.9722148,27.9890974,164.744648,8.76953175,F2V,,,
HIP 87987,17.97308,35.4077491,152.439024,9.35937499,F0V,,,
HIP 88017/HD 164251,17.9779231,35.6318685,163.398695,7.00000061,K0V,,,
HIP 88115/HD 164504,17.996146,38.2818229,161.550885,8.13671852,F5V,,,
HIP 88255/HD 164808,18.0221863,35.5270419,156.006232,8.51953123,F2V,,,
HIP 88284/HD 164941,18.028104,40.1782807,167.224078,7.85937575,A3V,,,
HIP 77886/HD 142679,15.9064124,38.730452,170.648471,8.9179696,G5V,,,
HIP 78277/HD 143419,15.9827756,31.7635306,154.083212,9.17968795,F5V,,,
HIP 78729/HD 144360,16.0721163,32.497379,164.473703,7.89843719,K2V,,,
HIP 78737,16.0737373,36.4153564,187.265917,9.85937523,F5V,,,
HIP 79104/HD 145286,16.1466675,35.549861,189.393942,7.56640619,A5V,,,
HIP 79309,16.1859219,35.1286327,159.235674,9.55859393,F8V,,,
HIP 79350/HD 145802,16.194333,33.3427304,157.977893,6.29687519,K2III,,,
HIP 79358/HD 145849,16.1966844,36.4251662,187.265908,5.61718789,K3III,,,
HIP 79362/HD 145850,16.1973656,34.3966502,193.050197,7.81640589,G5V,,,
HIP 79452/HD 146025,16.2141661,32.5992099,158.982519,7.50000026,K2V,,,
HIP 79533/HD 146168,16.2299555,28.7322046,164.203601,7.86718786,F2V,,,
HIP 79615/HD 146387,16.2461914,34.5163552,170.94018,8.52734446,A3V,,,
HIP 79798/HD 146829,16.2859213,29.4282725,180.180174,7.52734361,F0V,,,
HIP 79811/HD 146830,16.2886407,27.6448109,180.831826,7.62890617,A0V,,,
HIP 79819/HD 146929,16.290941,34.2812534,169.204746,8.21875116,F2IV,,,
HIP 80131/HD 147527,16.3562577,28.9953899,166.944913,9.25000031,F5IV,,,
HIP 80155,16.3610297,39.6046984,173.310229,10.7382817,F2V,,,
NU1 CrB/20 CrB/HIP 80197/HD 147749,16.3726156,33.7991435,170.357746,5.1992182,M2III,,,
NU2 CrB/21 CrB/HIP 80214/HD 147767,16.3747848,33.7033578,167.224083,5.39843813,K5III,,,
HIP 80228/HD 147768,16.3781689,28.4616719,178.890868,8.78906278,F8V,,,
HIP 80247/HD 147835,16.3823563,32.3330296,157.977889,6.40625062,A4V,,,
HIP 80281/HD 147925,16.3882248,35.6118663,170.648452,7.18750062,K0V,,,
HIP 80417,16.4137696,39.4221259,161.030598,8.87890601,F8V,,,
HIP 80439,16.4196819,40.7317535,165.837462,11.3085943,G8V,,,
HIP 80506,16.4344842,35.4026007,155.520994,10.7070319,F8V,,,
HIP 80549/HD 148491,16.4454016,40.9140559,170.648452,9.06640689,G0V,,,
HIP 80571,16.4508057,34.0025661,152.207005,8.88671944,F5V,,,
HIP 80592/HD 148590,16.4542718,41.2484515,166.112955,8.62890624,F0V,,,
HIP 80594/HD 148466,16.4551661,26.8858705,178.890888,9.27734424,K0V,,,
HIP 80648/HD 148616,16.4660324,32.6994798,155.038772,6.86718706,K0V,,,
HIP 80691/HD 148667,16.4755092,29.0756707,173.010388,7.23828089,A2V,,,
HIP 80705,16.4773797,39.0823876,166.389339,9.48828156,F2V,,,
HIP 80787/HD 148882,16.4958667,35.201914,151.745074,7.43749983,K0V,,,
HIP 80839/HD 148995,16.5082595,33.750801,150.150165,6.96875058,K0V,,,
HIP 81056,16.5546829,38.9222446,158.227846,9.46875022,F8V,,,
HIP 81066/HD 149420,16.558098,30.4990707,150.829565,6.8671875,F0III,,,
HIP 81147/HD 149559,16.5733703,32.0189136,166.666655,8.93750011,K0V,,,
HIP 81196/HD 149672,16.5851911,31.0829269,173.01038,8.67968717,G5V,,,
HIP 81529/HD 150391,16.6524893,38.3449929,168.067234,7.40625028,A2V,,,
HIP 81590/HD 150462,16.6625488,35.5154463,176.678456,7.63671939,A0V,,,
HIP 81776,16.702929,37.8754942,175.438609,9.92968734,F8V,,,
HIP 81811,16.7097756,31.2161134,166.666663,9.50781255,F0V,,,
HIP 81867/HD 151023,16.7210189,37.0509843,166.666677,8.46875023,K0V,,,
HIP 81889/HD 151058,16.7273683,32.6923488,158.730149,7.33984493,K0V,,,
HIP 82002/HD 151353,16.751609,40.638158,173.010379,8.15624956,A0V,,,
HIP 82203/HD 151749,16.7938251,37.5602338,154.320982,7.17968779,B9V,,,
HIP 82275/HD 151878,16.8115216,35.9220373,169.204738,7.20703238,F2V,,,
HIP 82343/HD 152086,16.825233,40.4592151,159.489641,8.95703108,F5V,,,
HIP 82415/HD 152207,16.8424815,33.7976014,148.588403,7.89843769,A2V,,,
HIP 82432,16.8467381,37.3462898,172.413781,8.8984377,F8V,,,
HIP 82707/HD 152794,16.9055852,30.4417147,167.504197,8.10937566,F0IV,,,
HIP 83152/HD 153650,16.9930207,29.5494947,176.99115,7.83984383,A0V,,,
HIP 83197/HD 153807,17.0027888,34.3383662,176.991134,7.04687492,G5V,,,
HIP 83424/HD 154274,17.0514344,34.540263,185.528766,7.77734458,F0V,,,
HIP 69616,14.2485469,47.5945837,197.628469,10.5078128,K0V,,,
HIP 70347/HD 126304,14.3927567,43.4587319,179.533202,7.59765663,K0V,,,
HIP 70585,14.4386902,45.4263057,185.873603,9.80859463,F8V,,,
HIP 71371/HD 128493,14.5960132,45.5196383,194.552539,8.53906205,F0V,,,
HIP 71381/HD 128509,14.5971269,46.746352,186.915893,8.66796919,A2V,,,
HIP 71583/HD 128999,14.6400123,51.8009979,191.204591,9.05859443,F8V,,,
HIP 71891/HD 129617,14.7042226,40.055398,189.393932,8.79687494,F8V,,,
HIP 72132,14.7548051,40.1019393,184.501851,10.2890632,G0V,,,
HIP 72300,14.7849417,39.317101,191.570887,10.3867183,M2V,,,
HIP 72381/HD 130667,14.7997659,46.4578407,166.666668,8.66796881,F0V,,,
HIP 72526,14.8283397,48.5313929,182.14936,9.26953189,G0V,,,
HIP 72642,14.8522327,41.6138918,186.915895,9.62890666,F5V,,,
HIP 72815/HD 131581,14.8833631,45.7030301,204.918023,9.11718754,F8V,,,
HIP 72952/HD 131883,14.9093331,46.5938202,158.730151,7.32812609,K0V,,,
HIP 73029/HD 131971,14.9247811,39.6529935,188.323912,7.51953139,K0V,,,
HIP 73346,14.988985,46.817638,170.940165,9.10937553,F8V,,,
HIP 73351/HD 132752,14.9899511,41.833683,178.571424,8.90625066,F5V,,,
HIP 73404/HD 132892,15.0010098,44.5863399,172.117035,6.90625004,K0V,,,
HIP 73502/HD 133157,15.0232789,45.7761195,170.068028,8.85937579,A2V,,,
HIP 73549/HD 133230,15.0316744,43.5417348,191.204588,8.14843822,F5V,,,
HIP 73665/HD 133542,15.0583904,45.6542833,197.628474,9.00000025,F8V,,,
HIP 74024,15.1278163,49.0810091,193.050203,9.69921846,K0V,,,
HIP 74320/HD 135100,15.1907314,48.6929337,185.528756,8.38671955,F5V,,,
HIP 74322/HD 135046,15.1908352,43.7953553,174.216031,8.68750067,F5V,,,
HIP 74489/HD 135422,15.2214245,45.8377909,197.238653,9.07812567,A5V,,,
HIP 74597/HD 135696,15.2416672,49.8926933,193.050205,8.63671856,F8V,,,
HIP 74835/HD 136230,15.2939974,47.73966,182.149377,7.63671969,K0V,,,
HIP 74882/HD 136326,15.3032573,49.3055164,195.694714,9.4882812,G5V,,,
HIP 75103/HD 136752,15.3467339,42.701928,175.746921,8.41796936,G0V,,,
HIP 75631/HD 137896,15.4524906,41.5535609,171.232892,8.35937536,G5V,,,
HIP 75632,15.4524998,39.4932962,179.211472,9.25781284,F5V,,,
HIP 75857,15.4951294,48.6036358,190.114061,9.46874998,G0V,,,
HIP 75972,15.5154595,42.9111722,170.940169,7.96875049,K0V,,,
HIP 76955,15.7136171,43.6368397,182.815371,9.16796969,F8V,,,
HIP 67518/HD 120683,13.8347795,41.0395041,217.391311,8.94921881,G0V,,,
HIP 67884/HD 121367,13.903391,38.2465659,207.039333,9.14843847,F5V,,,
HIP 68159/HD 121843,13.953692,37.7675578,208.768258,9.05859401,G5V,,,
HIP 68252/HD 122037,13.9729061,40.8456252,214.592277,8.48828101,K0V,,,
HIP 68536/HD 122574,14.0303853,40.4200595,214.59228,6.80859441,K2V,,,
HIP 68560/HD 122651,14.0353556,43.5590929,211.864413,7.67968738,G5V,,,
HIP 68927/HD 123407,14.1110652,37.26174,200.400814,8.89843794,F8V,,,
HIP 69062/HD 123670,14.1366237,36.7490648,200.000006,8.35937502,F8V,,,
HIP 69083,14.1403085,37.0291409,200.400805,9.76953177,F8V,,,
HIP 69158/HD 123913,14.1569822,40.0393093,195.312507,7.97656309,K0V,,,
HIP 69193/HD 123962,14.1657057,35.0818352,206.185578,8.92968783,A2V,,,
HIP 69366/HD 124320,14.1992538,38.8311838,194.55253,8.83984319,A2V,,,
HIP 69876/HD 125374,14.2994474,39.9126192,202.839773,7.48828105,F2V,,,
HIP 69878/HD 125375,14.2997715,37.6583626,203.666004,8.12890596,F0V,,,
HIP 69959/HD 125547,14.3158735,42.0051071,186.567155,7.07812524,K0V,,,
HIP 70297,14.3832847,39.0104844,202.429151,9.84765691,F5V,,,
HIP 70478,14.4158273,37.4951652,228.832948,9.64843696,F5V,,,
HIP 70517/HD 126597,14.4247631,38.3930995,191.570895,6.27734354,K2III,,,
HIP 70684/HD 126926,14.4570962,40.155209,209.643604,8.81640643,F8V,,,
HIP 70749/HD 127030,14.469324,37.5566577,223.214284,8.02734409,G8III,,,
HIP 70844/HD 127285,14.4875124,44.2621219,212.314227,6.51953112,K0V,,,
HIP 70946/HD 127518,14.5115319,42.5428888,198.412692,8.72656321,G5V,,,
HIP 71268/HD 128197,14.5752093,38.0124967,210.084016,8.09765693,A5V,,,
HIP 71412,14.603817,39.2771393,198.019797,10.3867192,G0V,,,
HIP 71554,14.6346601,40.0210293,220.26432,8.98828109,K0V,,,
HIP 71597,14.64289,40.8003376,194.552548,10.1874998,F8V,,,
HIP 71849/HD 129563,14.6966809,43.4817941,208.768263,8.86718776,G5V,,,
HIP 73048/HD 132028,14.9289566,37.9741849,199.20319,8.70703164,A0V,,,
HIP 69888/HD 125390,14.3025909,38.9670198,168.350164,8.20703166,G7III,,,
HIP 69955/HD 125538,14.3154701,38.767362,170.648452,6.85937555,G9IV,,,
HIP 70712/HD 126944,14.4625866,32.9508101,149.253736,8.58984443,A3V,,,
HIP 70846,14.4879157,32.2782712,146.198823,9.40624977,K0III,,,
HIP 71277/HD 128198,14.577366,36.6261817,174.216026,6.01953227,K5III,,,
HIP 71389,14.5981851,30.1114173,156.7398,12.4374994,K4V,,,
HIP 71454,14.612462,31.340616,168.06723,10.4570316,G2V,,,
HIP 71565,14.6364641,36.215745,164.203609,10.2695317,F8V,,,
HIP 71764/HD 129260,14.6789571,31.2900248,147.710501,7.7968761,F5V,,,
HIP 72007,14.7273577,37.7496948,147.058824,9.41796916,F8V,,,
HIP 72175/HD 130214,14.762527,37.736163,166.666682,8.78906293,G0V,,,
HIP 72318/HD 130461,14.7892193,35.5678265,159.489635,7.64843712,A2V,,,
HIP 72495/HD 130849,14.8237128,35.1920696,138.312593,8.57812491,G0V,,,
HIP 72628/HD 131176,14.8496871,32.9647483,148.367956,9.20703174,G5V,,,
HIP 72694/HD 131333,14.8627677,38.4041027,176.056337,7.52734367,K0V,,,
HIP 72701/HD 131290,14.8642621,29.5047703,163.666133,9.45703246,F8V,,,
HIP 72760/HD 131449,14.8744499,38.4063207,146.412884,9.22656267,F5V,,,
HIP 72794/HD 131451,14.8788249,31.9250548,157.480316,6.8867193,K0V,,,
HIP 72795/HD 131452,14.87964,31.2055022,155.520996,8.75781312,F0V,,,
HIP 72892/HD 131666,14.8977655,35.7948206,178.253108,9.21875021,G5V,,,
HIP 72927/HD 131724,14.9050191,32.0167819,156.739809,6.94921842,K0V,,,
HIP 72928,14.9054518,40.3962568,152.207004,9.87890691,F5V,,,
HIP 73476/HD 133030,15.0168585,40.0844183,155.038779,7.08984352,K0III,,,
HIP 73561/HD 133209,15.0337709,38.9270949,140.056032,8.148438,F8V,,,
HIP 73675/HD 133485,15.0601381,34.5658243,151.745074,6.58984358,G8III,,,
HIP 73723,15.0704109,36.6829058,159.999993,9.59765648,F2V,,,
HIP 73726/HD 133544,15.0711247,29.0785147,164.47369,7.84765574,A2V,,,
HIP 73793/HD 133726,15.0823063,34.4674294,137.741042,9.01953164,F8V,,,
HIP 73829/HD 133855,15.0889235,39.9537974,141.442717,9.45703204,F5V,,,
HIP 73970/HD 134166,15.1164463,41.6559873,165.016496,9.17968808,F5V,,,
HIP 74061,15.1358886,39.9700945,147.928981,10.5781256,G2V,,,
HIP 74069/HD 134384,15.1371171,39.6678032,167.224088,8.54687579,F0V,,,
HIP 74080/HD 134352,15.1384587,33.706481,144.508668,6.69921895,K0V,,,
HIP 74156/HD 134475,15.1522282,30.3239219,153.13935,8.70703189,F8V,,,
HIP 74298/HD 134920,15.1861679,38.950735,145.137882,8.83984469,F8V,,,
HIP 74378/HD 135076,15.1992891,38.6719552,176.991154,8.70703131,A2V,,,
HIP 74382/HD 135077,15.1999941,38.6701425,176.991142,8.51953108,A2V,,,
HIP 74394/HD 135200,15.2043726,43.9809866,158.227842,8.10937516,F0V,,,
HIP 74512/HD 135365,15.2264488,34.8818768,138.121547,8.62890692,F5V,,,
HIP 74858/HD 136137,15.2980722,33.5943308,145.9854,6.648438,G5V,,,
HIP 75010,15.3273326,39.6681801,161.030591,9.26953094,F8V,,,
HIP 75060/HD 136527,15.3387816,29.7433904,157.480309,8.18750032,K0V,,,
HIP 75099/HD 136710,15.3459453,41.246586,168.067226,8.5000001,F2V,,,
HIP 75543/HD 137630,15.4332532,32.4740877,153.60981,7.01953123,K0V,,,
HIP 75572/HD 137704,15.4381856,34.3358478,150.150147,5.45703146,K4III,,,
HIP 75712,15.4675133,30.1082413,159.744411,9.52734393,F2V,,,
HIP 75869,15.4970562,28.9490292,160.256414,9.58984419,F2V,,,
HIP 75895/HD 138304,15.5019266,33.7793766,156.250004,8.43750005,F5V,,,
HIP 75908,15.5048389,39.6956202,164.203614,8.6289067,G5V,,,
MU CrB/6 CrB/HIP 76307/HD 139153,15.5874734,39.0100475,175.131361,5.13671938,M2III,,,
HIP 76558/HD 139690,15.635882,38.0280382,170.068021,7.5000007,K2V,,,
HIP 67327/HD 120279,13.7995695,31.4405724,193.050197,8.55859333,F5V,,,
HIP 67995,13.9246147,26.7773213,182.149367,11.3398446,K0V,,,
HIP 68321,13.9859497,33.8619762,186.219741,10.0468752,A4V,,,
HIP 68501/HD 122456,14.0228692,31.5636908,182.481745,6.86718748,K3III,,,
HIP 68627/HD 122716,14.0477731,30.3259803,170.648482,9.12890722,G8V,,,
HIP 68922,14.110047,30.2723442,193.050202,9.34765597,G0III,,,
HIP 68955/HD 123409,14.1155212,28.4380409,175.131345,6.88671911,K0V,,,
HIP 69047,14.1334026,32.2092219,189.753319,9.54687435,F2V,,,
HIP 69231,14.1741961,33.9929395,167.785228,10.7265621,G5V,,,
HIP 69304,14.1854359,36.4630691,174.825186,10.1171879,G0V,,,
HIP 69490/HD 124548,14.2276154,24.7781943,190.839714,7.9765628,A2V,,,
HIP 69580/HD 124796,14.242599,39.2764183,175.131346,7.37890669,K2III,,,
HIP 69607/HD 124732,14.246129,26.5239375,179.856108,8.48828124,F8V,,,
HIP 69752/HD 125077,14.2759887,28.6968731,166.944917,8.83984413,F5V,,,
HIP 70061,14.3376015,31.7106302,196.463666,9.27734413,K3III,,,
HIP 70077,14.3404201,31.1496509,205.761307,9.56640638,K0V,,,
HIP 70490,14.4178337,31.7097517,181.488195,9.33984453,F0V,,,
HIP 70548/HD 126598,14.4318392,26.2653525,204.081639,7.43750053,K4III,,,
HIP 70578,14.4365547,35.0671537,192.307704,11.2500003,G4III,,,
HIP 70738/HD 126970,14.4663262,29.2638945,195.3125,7.59765685,G5IV,,,
HIP 70869/HD 127303,14.4924319,36.2072135,183.486247,8.97656293,F5V,,,
HIP 70978,14.5173359,29.622825,206.611556,9.90625055,F2V,,,
HIP 71012/HD 127599,14.5231988,33.0885586,176.056351,8.56640634,G5V,,,
HIP 71016/HD 127577,14.5239164,27.7777549,188.323917,8.47656263,K0V,,,
HIP 71099/HD 127788,14.5394829,33.1937774,204.498978,8.68750024,A3V,,,
HIP 71612/HD 128904,14.6460549,28.1569064,179.211471,8.40625026,F0V,,,
HIP 71651/HD 128967,14.6553948,26.8066001,190.476198,8.52734376,F2V,,,
HIP 71751/HD 129210,14.6763608,27.4001758,184.842892,9.18750063,G5V,,,
HIP 72586,14.842073,29.9604066,181.159425,11.3476566,G8V,,,
HIP 72609,14.8454561,34.2086948,198.807142,10.5898446,F8V,,,
HIP 72711,14.8660652,33.6307216,185.185185,10.1171876,K0V,,,
HIP 73015/HD 131893,14.9219206,32.8239317,189.393934,7.21874984,K0V,,,
HIP 74351/HD 135047,15.194843,40.7463533,199.203185,9.3164065,G5V,,,
HIP 74509,15.225712,38.5682609,202.02022,10.1796878,G5V,,,
HIP 74617,15.2456142,39.5487444,200.400793,11.1093753,K0V,,,
HIP 75536,15.4315466,42.1930736,196.850391,9.16796873,F5V,,,
HIP 75579,15.4406026,35.3721906,197.238637,9.31640668,G0V,,,
HIP 75606/HD 137806,15.447234,37.2949422,222.717166,8.49999965,K0V,,,
HIP 76366/HD 139284,15.5969956,38.3739477,209.643608,6.29687547,K2V,,,
HIP 76460/HD 139421,15.6153224,32.5818268,211.416483,9.13671948,M6V,,,
