Name,RA,Dec,Dist,AppMagn,SpecClass,MassSol,RadSol,Temperature
HIP 23086/HD 31710,4.96874955,0.865865662,197.238646,8.25781303,A5V,,,
HIP 23295/HD 32056,5.01105249,3.26534613,229.357786,8.09765705,B9V,,,
HIP 23388/HD 287449,5.0274905,10.2098006,209.643609,10.0664066,G0V,,,
HIP 23654/HD 32663,5.08361921,2.64547602,228.310508,8.63671878,A0V,,,
HIP 23680/HD 32736,5.08992076,1.1776359,214.592277,6.09765591,S5V,,,
HIP 23683/HD 32702,5.09065432,7.95003565,227.272725,8.0976569,K0V,,,
HIP 23714/HD 32816,5.09850218,1.85221613,196.078431,8.15625024,B8V,,,
HIP 23907/HD 287545,5.13682087,1.14342471,209.205025,9.21875085,G9V,,,
HIP 23934/HD 33189,5.1437431,1.27635437,215.053763,8.70703128,B9V,,,
HIP 24034/HD 287601,5.16659553,1.01521127,217.391305,9.50781255,G0V,,,
HIP 24217/HD 33645,5.20034616,6.83808822,198.019787,7.45703153,K0V,,,
HIP 24229/HD 33662,5.20216674,6.85984241,198.019802,7.59765666,K0V,,,
HIP 24273/HD 33720,5.20963521,10.4083043,201.612898,8.24999987,G5V,,,
HIP 24547/HD 34226,5.26600932,1.32757745,216.919733,8.5664065,A0V,,,
HIP 24802/HD 34604,5.31740384,9.15800917,195.694732,8.46875013,K5V,,,
HIP 24803/HD 34637,5.31763649,0.438499737,210.084029,9.41796954,B9V,,,
HIP 24848/HD 287738,5.32689549,1.55060507,219.298241,9.91796888,F8V,,,
HIP 25041/HD 34989,5.3621001,8.42856458,225.733641,5.77734366,B1V,,,
HIP 25123/HD 35103,5.37769982,9.22928086,220.750537,8.55859416,K0V,,,
HIP 25164/HD 35194,5.38387796,0.43908099,218.818382,8.33984399,B9V,,,
HIP 25181/HD 35175,5.38668645,7.05628579,215.053781,8.38671897,G5V,,,
HIP 25185/HD 35174,5.38751157,7.68505537,202.839768,8.87890603,F5V,,,
HIP 25525/HD 35805,5.45835156,5.59522779,216.450213,8.128906,A0V,,,
HIP 25725/HD 36115,5.49344103,5.22721569,200.803225,8.20703249,B8V,,,
HIP 25825/HD 36266,5.51436095,6.77849912,223.214271,8.20703139,A5V,,,
HIP 25866/HD 244526,5.52224074,7.12861727,225.733644,10.1796872,A2V,,,
HIP 25934/HD 288004,5.53487887,2.60553789,226.244346,9.25781279,F2V,,,
HIP 26132/HD 36776,5.57217303,4.82507749,219.780189,8.52734434,B8V,,,
HIP 26170/HD 36839,5.57936344,6.55379473,207.468873,7.73828141,K0V,,,
HIP 26252/HD 36953,5.59144511,5.82422072,218.818369,9.01953154,F5V,,,
HIP 26639/HD 37562,5.66227237,7.31584774,225.225223,9.5000005,A0V,,,
HIP 26822/HD 37872,5.69508188,1.77612059,212.765962,8.64843805,A2V,,,
HIP 26835/HD 37884,5.69822647,4.98821436,190.114064,7.66796876,A5V,,,
HIP 26898/HD 38001,5.71024124,3.6818944,215.517248,9.08984374,F5V,,,
HIP 26984/HD 38096,5.72565239,8.75841117,215.053747,8.04687498,F0V,,,
HIP 27013/HD 38155,5.73001965,1.05383824,211.41648,8.86718826,A5V,,,
HIP 27242/HD 288247,5.77393228,1.62934712,211.86442,10.3867187,F8V,,,
HIP 27276/HD 38526,5.78049975,9.662997,216.919742,7.66796936,K0V,,,
HIP 27352/HD 38661,5.79284509,3.64006225,200.80321,8.97656335,A5V,,,
HIP 27358/HD 38696,5.7943204,3.1396192,207.039328,9.40625089,F5V,,,
HIP 27427/HD 38798,5.80783871,4.70395895,210.970471,7.28906271,A0V,,,
HIP 27667/HD 39253,5.85773278,3.77420352,215.053753,8.63671864,A0V,,,
HIP 27729/HD 39344,5.87137176,7.32944846,226.757365,7.58984427,K0V,,,
HIP 27781/HD 39418,5.8787001,2.41743133,202.429128,9.07812531,A5V,,,
HIP 27854/HD 39572,5.89315006,1.74324717,199.203188,8.4296878,B9V,,,
HIP 27895/HD 39612,5.90264584,10.2444384,194.174751,7.03906332,G5V,,,
HIP 27963/HD 39774,5.91568558,5.35386074,206.185578,7.39843775,G5V,,,
HIP 28027/HD 39884,5.92744034,4.7466056,209.643604,8.54687531,A0V,,,
HIP 28110/HD 39985,5.9411212,9.50942051,213.675208,5.96875006,A0IV,,,
HIP 20025/HD 27145,4.29527372,13.8364854,172.413802,6.89843797,G5V,,,
HIP 20390/HD 284419,4.36650723,19.535149,176.678448,9.80859433,K0III,,,
HIP 20508/HD 27789,4.3948661,13.8287316,182.815356,7.54687588,G5V,,,
HIP 20644/HD 284421,4.42417048,23.7383007,186.219755,10.7578129,G0V,,,
HIP 20756/HD 28124,4.44753229,17.0287607,173.310217,6.8593753,K5V,,,
HIP 20876/HD 28321,4.47323892,11.6659482,195.694716,7.38671885,K0V,,,
HIP 20971/HD 28436,4.49669967,17.6776169,206.185579,7.72656285,B7V,,,
HIP 21089,4.51956536,18.8202688,201.612881,10.5976559,K8V,,,
HIP 21240/HD 284564,4.55642928,19.813747,193.798463,8.94921866,G5V,,,
HIP 21467/HD 285892,4.61046614,18.7549562,174.216047,10.3085948,A7V,,,
HIP 21650/HD 286935,4.64890913,11.9973229,193.798473,9.04687516,A0V,,,
HIP 21656/HD 284588,4.64969859,22.3251684,186.915883,9.85937524,F2V,,,
HIP 21942/HD 29869,4.7164779,14.8145456,185.185179,6.68750006,G5V,,,
HIP 22183/HD 287028,4.77252645,13.8388708,195.312518,10.1484383,F8V,,,
HIP 22327/HD 30469,4.80925141,12.9254484,193.050218,7.68749994,G5V,,,
HIP 22653/HD 30885,4.87293873,23.75166,175.13135,8.55859424,K0III,,,
OMI1 Ori/4 Ori/HIP 22667/HD 30959,4.87554522,14.2507789,166.112947,4.70703095,M3V,,,
HIP 22805/HD 31181,4.90572927,17.6091988,181.159424,9.58984407,F8V,,,
HIP 22846/HD 31268,4.91522418,16.3865142,177.93595,7.11718794,A0V,,,
HIP 22875/HD 287293,4.92059801,11.7546587,198.0198,8.47656184,G0V,,,
HIP 22990/HD 31476,4.94652916,16.7343628,187.969923,7.30859394,K0V,,,
HIP 23045/HD 287296,4.95654944,11.5099162,195.312492,10.007813,F8V,,,
HIP 23049/HD 31566,4.96031693,17.3924265,170.940161,9.17968795,F8V,,,
HIP 23109/HD 285101,4.97262906,18.9933803,193.423602,9.37890673,F2V,,,
HIP 23134/HD 286202,4.97827078,18.6399416,190.114052,9.50781239,F2V,,,
HIP 23159/HD 31747,4.98255691,14.5495842,187.969925,7.57812513,B6V,,,
HIP 23161/HD 31764,4.9831685,14.543247,187.969916,6.13671901,B7V,,,
HIP 23270/HD 31880,5.00674674,24.1627352,179.856137,7.83984402,F2V,,,
HIP 23333/HD 32003,5.01889224,23.4390489,176.366836,7.77734473,A0V,,,
HIP 23356/HD 285085,5.02267162,19.9305273,205.338812,9.48828219,F8V,,,
HIP 23410/HD 32159,5.0314725,19.9660294,191.938595,9.17968831,F2V,,,
HIP 23462/HD 287363,5.04354736,13.0639428,198.019815,9.55859339,F0V,,,
HIP 23589/HD 32482,5.07266079,21.2779939,188.679219,6.19921879,K0V,,,
HIP 23629/HD 32595,5.08030155,13.3088732,186.915892,7.61718779,B8V,,,
HIP 23674/HD 32659,5.08895626,13.0010339,181.15942,8.69921896,A0V,,,
HIP 23707/HD 240593,5.09651596,17.3810261,199.20319,9.05859415,G0V,,,
HIP 23963/HD 33154,5.15093984,20.5156012,195.312503,8.40625037,F0V,,,
HIP 23949/HD 33121,5.14734122,19.8598922,168.350183,6.50781296,G5III,,,
HIP 24452/HD 34021,5.24584115,12.5254135,187.969934,8.04687533,A0V,,,
HIP 24508/HD 34080,5.25716338,15.6301338,192.307696,9.11718772,A0V,,,
HIP 24524/HD 242071,5.26182664,16.0665106,190.839696,10.3984377,F8V,,,
HIP 24535/HD 34133,5.26394217,19.9540371,168.918923,8.05859465,B8V,,,
HIP 24543,5.26548621,21.8219424,194.174737,10.2382819,G5V,,,
HIP 24634/HD 34304,5.28489122,16.3516563,186.219743,7.42968778,G8III,,,
HIP 24716/HD 34454,5.30113659,13.4177722,181.488198,7.73828201,M2II,,,
HIP 24812/HD 34593,5.31879083,14.4928851,190.476207,8.60937517,A3V,,,
HIP 24906/HD 34719,5.3384148,19.5782622,165.289242,6.6484374,A0V,,,
HIP 24942/HD 34792,5.34326384,15.0593291,171.232864,8.13671891,B9V,,,
HIP 24945/HD 34763,5.34386672,20.8299611,183.15018,7.70703149,A0V,,,
HIP 24977/HD 34810,5.34906041,19.8143668,191.570879,6.19921798,K0III,,,
HIP 25230/HD 35188,5.39603575,20.5792848,191.938585,8.67968804,F8V,,,
HIP 25463/HD 35574,5.44549266,25.0116923,169.779287,8.37890699,A5V,,,
HIP 25510/HD 243781,5.45487958,19.9960062,168.350162,9.44921898,F0V,,,
116 Tau/HIP 25555/HD 35770,5.46266826,15.8741046,173.310232,5.51953179,B9V,,,
HIP 25561/HD 35785,5.46327753,15.0658083,182.481758,8.58984367,B9V,,,
HIP 25618/HD 243959,5.47285802,18.1018281,164.203603,9.34765662,G0V,,,
HIP 25621/HD 35832,5.47380745,22.7426357,177.619889,7.20703147,K0V,,,
HIP 25629/HD 243998,5.47480507,16.2532672,193.050175,9.58984307,F0V,,,
HIP 25678/HD 244124,5.48410736,14.7441319,176.366835,10.2578136,F8V,,,
HIP 25702/HD 35985,5.48865306,18.3657105,197.628456,6.73828111,A2V,,,
HIP 25726,5.49352886,20.0508195,167.785236,10.519531,F0V,,,
HIP 25745/HD 36073,5.49715985,18.4162876,200.400807,7.6367193,A0V,,,
HIP 25747/HD 36072,5.49755643,18.430778,200.400806,8.14843802,F5V,,,
HIP 25959/HD 36407,5.53834997,17.7437329,184.501848,7.98828185,F0V,,,
35 Ori/HIP 26093/HD 36653,5.56507921,14.3055925,157.480312,5.59765659,B3V,,,
HIP 26229/HD 36837,5.58861333,19.7529924,163.398696,8.06640677,A2V,,,
HIP 26240/HD 36836,5.59052579,22.438124,173.01039,8.34765596,F8V,,,
121 Tau/HIP 26248/HD 36819,5.59086637,24.0396371,183.823541,5.3671878,B2IV,,,
HIP 26250/HD 245134,5.59106219,21.2943965,188.679244,9.23828159,G0V,,,
HIP 26520/HD 245735,5.63990165,18.136308,184.842889,9.32812558,F8V,,,
HIP 26539/HD 245790,5.64411499,20.0351279,184.162075,9.33984436,G0V,,,
HIP 26616/HD 37439,5.65752993,21.7630073,202.429142,6.41796921,A1V,,,
HIP 26886/HD 37881,5.70799182,18.9876831,163.132135,7.30859375,K0V,,,
HIP 27091/HD 38221,5.74484113,12.4153812,184.501834,6.94921917,G5V,,,
HIP 27106/HD 38219,5.74812373,16.0861141,158.982522,6.98828152,A0V,,,
HIP 27205/HD 38363,5.76688946,21.3179048,169.204753,7.6992201,F2V,,,
HIP 27218/HD 38377,5.76900908,18.8605997,196.850411,7.5976566,F2V,,,
HIP 27421/HD 38670,5.80621176,20.8695225,182.481751,6.02734374,B9V,,,
HIP 27428/HD 38709,5.80801403,17.4335145,173.310233,7.2890629,B9V,,,
HIP 27486/HD 38796,5.82021959,21.1360466,190.11407,7.27734394,B9V,,,
HIP 27495/HD 247966,5.8223679,21.0391927,171.232892,9.05859419,F5V,,,
HIP 27496/HD 247920,5.82260331,23.6247859,182.481749,9.17968752,G0V,,,
HIP 27502/HD 38835,5.82366883,18.6181916,162.601632,7.8281254,F0V,,,
HIP 27594/HD 248236,5.84306337,18.9225252,180.83183,8.87890627,F5V,,,
HIP 27618/HD 39099,5.84760727,14.0480299,167.504187,6.58984412,K1III,,,
HIP 27652/HD 39078,5.85474117,23.9263644,171.526585,8.51953169,A0V,,,
137 Tau/HIP 27743/HD 39317,5.87286165,14.1717939,157.977867,5.59765654,B9V,,,
HIP 28216,5.96177524,22.5323636,186.915904,10.7695318,G3V,,,
HIP 28272/HD 40207,5.97348446,23.1559443,180.505414,7.59765644,K0V,,,
HIP 20188/HD 27386,4.32706321,10.1215364,178.890873,6.30859403,K0V,,,
HIP 20692/HD 28087,4.43228031,1.03178959,168.350149,7.35937492,B8V,,,
HIP 20715/HD 28114,4.43919449,8.59028039,183.150181,6.05859413,B6IV,,,
HIP 20718,4.43993389,8.28741937,188.679236,10.6875002,F0V,,,
HIP 20778/HD 28190,4.45097573,4.28098451,168.918925,9.01953203,A0V,,,
HIP 20808,4.45879658,7.36959128,166.666659,9.82812504,F8V,,,
HIP 21027,4.50868977,8.32183317,188.32392,9.08984406,F0V,,,
HIP 21102/HD 28649,4.52117874,7.45265196,173.611101,7.81640617,G5V,,,
HIP 21109/HD 28678,4.52373676,4.57531837,168.918944,8.37890735,K0V,,,
HIP 21135/HD 28715,4.53067763,5.76449586,196.078421,6.67968747,B9V,,,
HIP 21268/HD 28956,4.56313563,1.81027976,202.429142,8.93750043,G5V,,,
HIP 21282/HD 28954,4.56678099,7.2723338,176.991142,8.78906253,A3V,,,
HIP 21462,4.60925114,6.15811841,189.393919,10.5390621,F0V,,,
HIP 21506/HD 29286,4.61894901,10.8418688,181.818173,7.52734372,A0V,,,
HIP 21623/HD 29463,4.64231748,2.07234613,190.476199,9.16796984,F8V,,,
HIP 21663/HD 286948,4.65110655,10.3989455,199.203185,9.43750029,F2V,,,
HIP 21761/HD 286961,4.67357795,9.50403771,167.224069,10.1093755,F5V,,,
HIP 21776,4.67759176,8.6792865,166.66667,12.5976565,K5V,,,
HIP 21880/HD 29839,4.70380837,2.99005032,176.991163,7.25781272,A0V,,,
HIP 21890/HD 287008,4.70564144,10.451037,193.050194,9.87890587,F2V,,,
HIP 21910,4.7113019,8.64345788,177.619895,9.52734421,F2V,,,
HIP 21993,4.72684285,7.46644264,172.117021,10.0585936,F5V,,,
HIP 21996,4.72806689,6.66223407,170.648459,10.4296881,F2V,,,
HIP 22084/HD 30124,4.75109965,5.87171979,169.779282,8.48828185,A2V,,,
HIP 22239/HD 30342,4.78518184,10.0516492,171.526595,7.18750051,A2V,,,
HIP 22245/HD 30365,4.78830957,5.78826432,196.850392,6.7695314,A0V,,,
HIP 22267/HD 30383,4.79444895,13.1146671,163.398684,8.72656287,G0V,,,
HIP 22367/HD 30573,4.81562838,3.68973441,171.232859,7.01953114,A0V,,,
HIP 22490/HD 30714,4.83813942,6.949902,181.159426,7.21875032,A2V,,,
HIP 22532,4.84881502,0.576627101,191.938585,10.1289069,F8V,,,
HIP 22682/HD 30989,4.87808145,12.3847309,164.203606,7.25781275,B8V,,,
5 Ori/HIP 22730/HD 31139,4.88965414,2.5082649,195.694731,5.32812494,M1III,,,
HIP 22753/HD 287189,4.89424632,12.9080477,171.821312,10.179688,F5V,,,
HIP 22774/HD 31209,4.89883436,1.56938878,175.131357,6.60937572,A1V,,,
HIP 22848/HD 31306,4.9156625,8.60000199,163.132137,7.00781258,A0V,,,
HIP 22934/HD 31454,4.93506752,1.28312547,162.337673,8.84765623,F5V,,,
HIP 22946/HD 31466,4.93726463,3.17584713,176.991138,7.3164061,B9V,,,
HIP 23035/HD 31554,4.95364664,10.8098806,190.114054,7.86718736,A0V,,,
HIP 23339/HD 32130,5.02021328,7.8692993,181.818198,8.68750034,F8V,,,
HIP 23382/HD 32160,5.02687303,12.3411739,160.256423,7.65625056,G5V,,,
HIP 23385/HD 32218,5.02721233,2.90697645,170.940172,8.93750068,G5V,,,
HIP 23826/HD 33007,5.12278628,2.44847851,178.253136,8.59765667,B9V,,,
HIP 23843/HD 33038,5.12635388,2.46914698,186.9159,7.60937553,B8V,,,
HIP 23957/HD 33236,5.14893261,3.21878782,158.478605,6.50781338,B8V,,,
HIP 23989/HD 33303,5.1569235,3.10741734,175.74692,8.26953194,A1V,,,
HIP 24181/HD 241430,5.19244146,12.6699824,170.357755,10.4492183,F8V,,,
HIP 24182/HD 33589,5.19253886,4.8869718,177.619884,8.62890649,K0V,,,
HIP 24236/HD 290064,5.20365015,0.361761609,175.131355,9.7695317,F6V,,,
HIP 24363/HD 33900,5.22719159,4.21117712,163.398697,8.69921926,B9V,,,
HIP 24368/HD 279635,5.22870604,3.58118931,157.728689,9.58984456,F8V,,,
HIP 24450/HD 34043,5.24556983,5.15612979,183.48625,5.50000043,K4III,,,
HIP 24518/HD 34149,5.25984946,8.4413211,163.132127,8.16796869,A0V,,,
HIP 24548,5.26602621,12.0449202,168.067231,10.3867191,C5II,,,
HIP 24607/HD 34317,5.2780688,1.94734452,186.567167,6.41796906,A0V,,,
HIP 24632/HD 34338,5.28480555,9.92729436,187.617266,7.47656283,B8V,,,
HIP 24633/HD 34316,5.28484201,12.5655116,176.056337,7.04687496,K0V,,,
HIP 24657/HD 34387,5.29062215,11.7234563,167.785229,8.52734329,A0V,,,
HIP 24921/HD 34793,5.34013287,10.8904439,191.570883,7.41796831,A0V,,,
HIP 24970/HD 34908,5.34803176,1.01662647,173.913038,9.14843792,A1V,,,
HIP 24989/HD 34929,5.35090225,4.4780597,180.831813,8.39843737,B8V,,,
HIP 24993/HD 34877,5.35175325,12.4309213,163.934418,8.37890688,G5V,,,
HIP 25077/HD 35037,5.36893026,8.00518131,173.611111,7.88671881,A2V,,,
HIP 25139/HD 35133,5.3798231,3.8249037,160.771709,9.08984393,F5V,,,
HIP 25297/HD 35364,5.41153112,11.5296494,178.571425,7.18750054,G5V,,,
HIP 25424/HD 35624,5.43745667,2.95762597,157.728709,8.62890736,A5V,,,
HIP 25433/HD 35622,5.43960544,8.9999918,177.304962,7.7070318,A0V,,,
HIP 25443/HD 35673,5.4420047,2.93592084,156.006243,6.62890614,B9V,,,
HIP 25469/HD 35716,5.44669564,2.0682936,189.393939,8.50781228,B9V,,,
HIP 25567/HD 35881,5.46506428,1.10505154,189.035911,7.79687553,B8V,,,
HIP 25592/HD 35926,5.46947704,0.787229305,184.501834,8.33984422,B7IV,,,
HIP 25656/HD 36001,5.48048231,6.009277,154.083203,8.02734401,A2V,,,
HIP 25698/HD 244179,5.48815941,10.1360147,156.985861,8.73828136,K0V,,,
HIP 25767/HD 36163,5.50243362,6.95942394,153.846154,8.92968812,A2V,,,
HIP 25785/HD 36217,5.50553136,4.20485662,176.056335,6.20703137,K2III,,,
HIP 26025/HD 36603,5.5525012,5.27708032,172.117039,8.68750011,A3V,,,
HIP 26238/HD 36934,5.5899844,6.76478343,181.159415,8.46875018,A2V,,,
HIP 26256/HD 36952,5.5918467,7.27260887,161.030593,9.19921845,F8V,,,
HIP 26259/HD 36951,5.59216322,7.38850326,157.480328,9.45703193,A3V,,,
HIP 26287/HD 37053,5.59762597,5.02891843,189.393925,7.96874977,F5V,,,
HIP 26313/HD 37089,5.60402767,6.64619227,179.533193,9.45703151,F2V,,,
HIP 26469/HD 245762,5.63058256,3.32521586,187.969924,9.33984404,F8V,,,
HIP 26487/HD 37320,5.63364248,7.54145556,170.648458,5.8671882,B8III,,,
HIP 26518/HD 37355,5.6393712,8.48732327,157.232723,6.71875075,G5V,,,
HIP 26631/HD 37543,5.66003523,6.88249577,182.149359,8.42968817,A5V,,,
HIP 26633/HD 37593,5.66055253,0.833882335,172.413788,6.90625042,K0V,,,
HIP 26644/HD 37591,5.66256603,4.43458788,178.89086,8.0000001,B9V,,,
HIP 26767/HD 37775,5.68602913,4.23995476,166.389342,8.808594,F5V,,,
HIP 26867/HD 37926,5.70402759,8.37357704,170.940171,7.95703194,K0V,,,
HIP 26914/HD 38013,5.71356937,4.85239899,154.798775,9.59765631,A0V,,,
HIP 27029/HD 38154,5.73319658,6.91519491,190.114065,8.11718743,B9V,,,
HIP 27093/HD 38270,5.7454053,3.83142641,155.279502,7.63671893,B9V,,,
HIP 27153/HD 38308,5.75627487,12.7893515,169.779272,7.45703166,G0V,,,
HIP 27284/HD 38589,5.78196915,0.967874807,185.185172,8.71874994,F0V,,,
HIP 27302/HD 38562,5.78427773,7.58456843,185.528757,7.84765691,G5V,,,
HIP 27324/HD 38634,5.78843186,2.0674144,179.211479,9.21875038,F0V,,,
HIP 27345/HD 38650,5.7916571,4.10020128,170.357732,7.64843676,B9V,,,
HIP 27373/HD 247709,5.79767901,13.4458379,156.006249,8.72656266,K0V,,,
HIP 27385/HD 38724,5.79985014,3.96853877,157.232696,9.11718797,A2V,,,
HIP 27412/HD 38783,5.8052009,1.24754837,178.253122,9.30859426,F8V,,,
HIP 27513/HD 38926,5.82650335,10.7240246,156.249997,8.27734368,F2V,,,
HIP 27560/HD 39051,5.83696128,4.42349939,155.520981,5.95703152,K2III,,,
HIP 27573/HD 39082,5.83995836,4.9567429,153.374254,7.40625061,B9V,,,
HIP 27648/HD 39201,5.85321303,8.89858695,186.915887,8.2382814,F5V,,,
HIP 27902/HD 39685,5.9043675,3.22576839,169.204737,6.29687627,K0V,,,
HIP 27962/HD 39773,5.91540326,5.86081372,184.501855,6.79687559,B9V,,,
HIP 28056/HD 39953,5.93258893,0.836145625,172.117027,7.16796876,A0V,,,
HIP 28190/HD 40188,5.95770126,5.00123864,161.550886,7.83984347,A5V,,,
HIP 28232/HD 40282,5.9651407,1.22430687,159.23567,6.21875017,M0III,,,
HIP 28260/HD 249798,5.97124598,11.1064969,170.648466,9.63671942,B9V,,,
HIP 8478/HD 11044,1.82172454,39.4518824,416.666652,8.59765617,G5V,,,
HIP 8400/HD 10929,1.80653598,45.9158115,392.156854,8.57812547,G8V,,,
HIP 8747/HD 11336,1.87594039,44.8125085,396.825407,7.70703205,B8V,,,
HIP 9068,1.94565023,46.5239198,413.22314,8.73828113,K2V,,,
HIP 9759,2.09165128,44.1841988,396.825426,8.47656347,F8V,,,
HIP 7095/HD 9223,1.52397281,38.7671328,413.223116,7.2499996,B8V,,,
HIP 7266,1.56011764,40.9950826,384.615406,8.36718813,K0V,,,
HIP 8682,1.86200312,39.1406602,401.606417,10.656251,M8V,,,
HIP 7991/HD 10438,1.710302,40.3773719,377.358471,6.70703175,K0V,,,
HIP 8105/HD 10600,1.73593917,38.5219534,364.963511,7.83984408,G5V,,,
HIP 8535/HD 11095,1.83420118,44.3006834,361.010832,8.40625053,A1V,,,
HIP 8635,1.85585561,43.4812413,362.31883,9.25781279,A0V,,,
HIP 8637/HD 11235,1.85645819,43.476487,362.318846,8.48828152,A5V,,,
HIP 8902/HD 11579,1.91052614,40.655985,389.105091,7.05859362,K2V,,,
HIP 9158/HD 11905,1.96565625,41.6945748,395.256935,6.76953181,B8III,,,
HIP 9160/HD 11906,1.96569125,40.9501919,346.020741,8.57812464,A0V,,,
HIP 9194/HD 11951,1.97293092,43.6219999,373.134297,7.64843761,A0V,,,
HIP 9413/HD 12231,2.01566418,38.6841474,371.747203,8.25000111,K0V,,,
HIP 5515,1.17659719,43.7753611,393.700788,8.77734398,F5V,,,
HIP 6073/HD 7734,1.29937017,47.680759,395.25694,7.5390627,K2V,,,
HIP 6083/HD 7743,1.30163927,49.099169,378.787879,8.89843755,A0V,,,
HIP 6357/HD 8150,1.36079289,45.215983,389.105068,9.53906226,G5V,,,
HIP 6785/HD 8770,1.45559466,46.9701304,398.406411,9.17968811,K5V,,,
HIP 6858/HD 8862,1.47010423,44.0492646,386.100417,6.64843758,B9V,,,
HIP 7499/HD 9778,1.61085019,48.0729776,383.141795,8.09765632,K0V,,,
HIP 6120/HD 7831,1.3094985,40.2244417,381.679395,9.35937526,A3V,,,
HIP 6604,1.41350203,39.4185719,374.531843,8.72656288,K0V,,,
HIP 5404,1.15288084,40.4068311,350.8772,8.78906242,K2V,,,
HIP 6314/HD 8099,1.35176354,43.2338511,375.939856,7.55859392,K0V,,,
HIP 6401/HD 8209,1.3701625,43.5841333,336.700326,6.68750013,B5V,,,
HIP 6438,1.37828403,42.0712404,358.422925,9.08984401,G5V,,,
HIP 6617/HD 8507,1.41619323,47.1688987,358.422952,8.05859426,G5II,,,
HIP 6848/HD 8855,1.4682393,43.8774679,374.531834,8.19921907,A1V,,,
HIP 7203/HD 9346,1.54721945,44.001458,346.020771,9.01953109,K0V,,,
HIP 7252/HD 9416,1.55727202,42.3276699,383.141774,8.56640603,G5III,,,
HIP 7348,1.57823414,43.2615633,344.827583,9.23828194,K0III,,,
HIP 7614,1.6346412,41.1791655,362.318845,8.45703175,K5V,,,
HIP 9668/HD 12531,2.07242419,51.6933189,371.747198,8.29687592,K0V,,,
HIP 9715/HD 12611,2.08303157,50.9560926,354.609956,8.59765706,K0V,,,
HIP 10514/HD 13738,2.25796984,52.5111213,354.609962,6.95703241,K2V,,,
HIP 11171/HD 14684,2.39705653,50.9025406,352.112677,8.64843748,A0V,,,
HIP 11377/HD 14967,2.44186721,51.7054629,367.64706,8.78906259,K0V,,,
HIP 11513/HD 15178,2.47452569,53.0684894,343.6426,7.26953166,K2V,,,
HIP 11627/HD 15346,2.50022574,53.8523276,371.747211,8.00781359,G5V,,,
HIP 12241/HD 16184,2.62669144,50.2374308,358.422939,7.3593754,B8V,,,
HIP 12782/HD 232703,2.73833998,51.2243353,341.296948,8.8085947,K5V,,,
HIP 9163/HD 11884,1.96645288,47.0955336,349.65035,6.47656298,K0V,,,
HIP 9671,2.07293468,45.825061,358.422965,9.38671929,A0V,,,
HIP 9929/HD 12941,2.13057215,44.3619503,363.636345,7.66796899,G5V,,,
HIP 10457/HD 13718,2.24630954,41.9057878,352.112661,8.90625001,K0V,,,
HIP 10654/HD 13955,2.28542152,45.8384064,348.43208,7.64843857,A0V,,,
HIP 10187/HD 13257,2.18254068,47.3373433,330.033004,8.55859375,A0V,,,
HIP 12226/HD 16185,2.62348305,46.3548666,320.512854,9.23828191,A5V,,,
HIP 12233,2.62488847,47.8363804,323.624595,8.93750012,K2V,,,
HIP 12587/HD 16669,2.69795748,45.0018739,328.947345,7.6874995,K5V,,,
HIP 12589/HD 16662,2.69856985,48.6199474,336.700334,8.27734412,F2V,,,
HIP 12831/HD 16966,2.74924226,50.7275202,328.947363,8.50781201,K2V,,,
HIP 13164/HD 17402,2.82142015,49.3013262,333.333353,8.37890673,A0V,,,
HIP 13432/HD 17776,2.88273549,50.3545821,341.296928,9.44921965,F2V,,,
HIP 6471,1.38707518,49.538457,359.712211,9.47656271,A2V,,,
HIP 8040,1.72060607,50.0591294,352.112696,9.62890646,A2V,,,
HIP 8740/HD 11308,1.87409161,52.9886735,374.531829,8.79687527,A0V,,,
HIP 7494/HD 9723,1.60779009,54.6961501,337.837844,7.35937473,A0V,,,
HIP 7563/HD 9839,1.62362689,55.070806,333.333328,7.46875002,K0V,,,
HIP 7617/HD 9900,1.6354344,57.9776431,349.650357,5.54687562,G5II,,,
HIP 7666/HD 232486,1.64490159,52.5188272,336.700327,9.63671907,A5V,,,
HIP 8406/HD 10899,1.80760029,55.7059971,332.225914,8.34765642,A0V,,,
HIP 8452/HD 10965,1.81619863,53.1006418,347.222228,9.48828134,A0V,,,
HIP 8705/HD 11267,1.86659418,52.3589525,338.98303,8.02734386,A2V,,,
HIP 8934/HD 11555,1.9163926,54.1888509,328.947364,7.40624965,G5V,,,
HIP 9305/HD 236920,1.99281764,55.7147459,354.609932,7.81640698,G5V,,,
HIP 10479/HD 13678,2.25213787,55.0881866,342.465756,6.80859393,K0V,,,
HIP 10641/HD 13866,2.2826603,56.7188031,342.465756,7.50781277,B2Ib,,,
HIP 6829,1.46457881,48.611359,344.827586,9.57812558,A0V,,,
HIP 7723,1.65684967,45.8284117,334.448159,8.61718822,K0V,,,
HIP 7801/HD 10154,1.67305865,50.9178384,335.570464,8.88671848,A2V,,,
HIP 8316/HD 232531,1.7873523,50.8595417,338.98306,8.5000003,K7V,,,
